Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
Human Resources,12-01-2020,17307,December,202012,2020,Cognos Report to Email,Email,588,1730
Recruiting,09-01-2020,0,September,202009,2020,TargetX Email,Email,0,0
IT,12-01-2020,1549831,December,202012,2020,Marketing Cloud,Email,86480,480447
Recruiting,12-01-2020,1271250,December,202012,2020,Marketing Cloud,Email,111107,483075
WKSU,10-01-2020,100,October,202010,2020,Marketing Cloud,Email,31,39
Human Resources,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Human Resources,08-01-2020,39863,August,202008,2020,Marketing Cloud,Email,2475,10763
Recruiting,09-01-2020,102360,September,202009,2020,Marketing Cloud,Email,4155,29684
Student Affairs,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,11214,15576
Academic Affairs,12-01-2020,245595,December,202012,2020,Marketing Cloud,Email,2259,9823
IT,01-01-2021,47,January,202101,2021,Marketing Cloud,Email,16,18
Student Affairs,09-01-2020,40000,September,202009,2020,Marketing Cloud,Email,8928,24800
UCM,10-01-2020,355184,October,202010,2020,Marketing Cloud,Email,151840,337424
Student Affairs,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,2769,34622
WKSU,10-01-2020,373,October,202010,2020,Marketing Cloud,Email,175,179
Student Affairs,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,4350,5000
Human Resources,01-01-2021,49861,January,202101,2021,Phone,Phone Call,10420,47367
Academic Affairs,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,12322,17355
WKSU,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,2741,8307
Academic Affairs,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
IT,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,11872,37103
Student Affairs,11-01-2020,500000,November,202011,2020,Marketing Cloud,Email,2700,5000
Human Resources,11-01-2020,1006194,November,202011,2020,Marketing Cloud,Email,85325,533282
IT,11-01-2020,1029207,November,202011,2020,Marketing Cloud,Email,259360,926286
Human Resources,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,25276,39494
WKSU,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
IT,12-01-2020,245595,December,202012,2020,Marketing Cloud,Email,21882,27015
Recruiting,10-01-2020,74152,October,202010,2020,Marketing Cloud,Email,5116,22245
Human Resources,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,154380,205841
Human Resources,12-01-2020,141779,December,202012,2020,Flashline,Portal Alert,64310,102080
WKSU,12-01-2020,106010,December,202012,2020,Phone,Phone Call,15138,36043
Student Affairs,11-01-2020,1006194,November,202011,2020,Marketing Cloud,Email,198622,945822
WKSU,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,42051,77874
Student Affairs,12-01-2020,350000,December,202012,2020,Marketing Cloud,Email,5635,24500
Recruiting,01-01-2021,100,January,202101,2021,TargetX Messaging,Text Message,81,98
Student Affairs,08-01-2020,106010,August,202008,2020,Marketing Cloud,Email,16123,41343
IT,09-01-2020,31377,September,202009,2020,Marketing Cloud,Email,20294,24160
Academic Affairs,12-01-2020,47,December,202012,2020,Marketing Cloud,Email,17,42
Student Affairs,09-01-2020,106010,September,202009,2020,Flashline,Portal Alert,26619,32863
Recruiting,12-01-2020,20217,December,202012,2020,Marketing Cloud,Email,10249,13141
Student Affairs,09-01-2020,259644,September,202009,2020,Marketing Cloud,Email,74154,132418
Human Resources,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,28,36
WKSU,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,2019,7479
Academic Affairs,10-01-2020,245595,October,202010,2020,Marketing Cloud,Email,48136,120341
Human Resources,09-01-2020,1549831,September,202009,2020,Marketing Cloud,Email,265020,697423
Student Affairs,10-01-2020,1271250,October,202010,2020,Marketing Cloud,Email,575113,661050
Recruiting,12-01-2020,355184,December,202012,2020,Marketing Cloud,Email,8524,106555
Student Affairs,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,5911,16890
WKSU,09-01-2020,39863,September,202009,2020,Marketing Cloud,Email,3986,39863
UCM,01-01-2021,47,January,202101,2021,Marketing Cloud,Email,10,42
Recruiting,11-01-2020,87671,November,202011,2020,Marketing Cloud,Email,33472,72766
Academic Affairs,01-01-2021,92268,January,202101,2021,Marketing Cloud,Email,2242,8304
Student Affairs,11-01-2020,47428,November,202011,2020,Marketing Cloud,Email,11814,22291
Recruiting,12-01-2020,106010,December,202012,2020,Marketing Cloud,Email,34983,53005
Student Affairs,01-01-2021,136769,January,202101,2021,Marketing Cloud,Email,5115,30089
Recruiting,12-01-2020,3432,December,202012,2020,Marketing Cloud,Email,178,343
Recruiting,11-01-2020,136255,November,202011,2020,TargetX Email,Email,53956,98103
UCM,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,335932,494019
Academic Affairs,12-01-2020,17307,December,202012,2020,Constant Contact,Email,6977,10903
IT,08-01-2020,17131,August,202008,2020,Marketing Cloud,Email,2836,11820
Human Resources,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,7751,11570
Academic Affairs,09-01-2020,0,September,202009,2020,Phone,Phone Call,0,0
Academic Affairs,01-01-2021,92268,January,202101,2021,Marketing Cloud,Email,59844,63664
Recruiting,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,30683,33718
Student Affairs,09-01-2020,106010,September,202009,2020,Marketing Cloud,Email,5088,101769
Recruiting,11-01-2020,0,November,202011,2020,Marketing Cloud,Email,0,0
IT,10-01-2020,106010,October,202010,2020,Marketing Cloud,Email,55633,86928
Student Affairs,08-01-2020,1271250,August,202008,2020,Constant Contact,Email,442395,508500
Academic Affairs,01-01-2021,58502,January,202101,2021,TargetX Messaging,Text Message,28115,52066
UCM,09-01-2020,17131,September,202009,2020,Marketing Cloud,Email,10338,12163
UCM,12-01-2020,40000,December,202012,2020,Phone,Phone Call,17892,25200
Student Affairs,08-01-2020,245595,August,202008,2020,Marketing Cloud,Email,589,7367
Academic Affairs,12-01-2020,34478,December,202012,2020,Flashline,Portal Alert,8784,9653
Student Affairs,08-01-2020,1029207,August,202008,2020,Marketing Cloud,Email,44461,82336
UCM,12-01-2020,245595,December,202012,2020,Marketing Cloud,Email,76134,122797
WKSU,09-01-2020,136769,September,202009,2020,Marketing Cloud,Email,35327,86164
WKSU,01-01-2021,39863,January,202101,2021,Marketing Cloud,Email,14749,39863
UCM,11-01-2020,136769,November,202011,2020,Marketing Cloud,Email,2666,20515
WKSU,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,2230,31863
UCM,09-01-2020,17307,September,202009,2020,Marketing Cloud,Email,8000,11941
IT,08-01-2020,74152,August,202008,2020,Marketing Cloud,Email,3537,39300
Recruiting,10-01-2020,92268,October,202010,2020,Marketing Cloud,Email,7971,33216
IT,08-01-2020,3432,August,202008,2020,Constant Contact,Email,196,205
Student Affairs,12-01-2020,1379954,December,202012,2020,Constant Contact,Email,120607,317389
Recruiting,01-01-2021,182327,January,202101,2021,Cognos Report to Email,Email,110034,129452
UCM,12-01-2020,106010,December,202012,2020,Marketing Cloud,Email,8395,34983
Recruiting,09-01-2020,34478,September,202009,2020,Marketing Cloud,Email,2399,29995
IT,12-01-2020,1379954,December,202012,2020,Marketing Cloud,Email,158970,165594
Human Resources,09-01-2020,34478,September,202009,2020,Marketing Cloud,Email,7964,24134
Academic Affairs,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,1208,3775
Recruiting,12-01-2020,1006194,December,202012,2020,Marketing Cloud,Email,521912,915636
Recruiting,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,17800,34902
Academic Affairs,01-01-2021,1271250,January,202101,2021,Marketing Cloud,Email,702365,1080562
WKSU,08-01-2020,27782,August,202008,2020,Marketing Cloud,Email,2450,17502
Recruiting,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,5860,10655
IT,12-01-2020,80283,December,202012,2020,Marketing Cloud,Email,15141,18465
UCM,10-01-2020,125000,October,202010,2020,Marketing Cloud,Email,16625,43750
IT,09-01-2020,17131,September,202009,2020,Marketing Cloud,Email,1870,4454
UCM,11-01-2020,39863,November,202011,2020,Marketing Cloud,Email,16016,39065
Human Resources,10-01-2020,17307,October,202010,2020,Marketing Cloud,Email,207,2596
Recruiting,01-01-2021,39863,January,202101,2021,Marketing Cloud,Email,5979,39863
UCM,09-01-2020,92268,September,202009,2020,Marketing Cloud,Email,7528,22144
Academic Affairs,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Human Resources,09-01-2020,259644,September,202009,2020,Marketing Cloud,Email,31935,38946
IT,01-01-2021,36157,January,202101,2021,Marketing Cloud,Email,3850,25671
Human Resources,09-01-2020,80283,September,202009,2020,Marketing Cloud,Email,2143,71451
IT,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,1666,33328
Recruiting,12-01-2020,17307,December,202012,2020,Marketing Cloud,Email,2154,2596
Student Affairs,01-01-2021,87671,January,202101,2021,Marketing Cloud,Email,113,876
IT,10-01-2020,47,October,202010,2020,Marketing Cloud,Email,24,33
Academic Affairs,08-01-2020,106010,August,202008,2020,Marketing Cloud,Email,28198,80567
Recruiting,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,34,156
Student Affairs,01-01-2021,47,January,202101,2021,Marketing Cloud,Email,3,6
Academic Affairs,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,18,74
UCM,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
Academic Affairs,12-01-2020,259644,December,202012,2020,Marketing Cloud,Email,89577,129822
IT,11-01-2020,373,November,202011,2020,Marketing Cloud,Email,190,201
Human Resources,10-01-2020,355184,October,202010,2020,Marketing Cloud,Email,79028,88796
IT,10-01-2020,40000,October,202010,2020,Marketing Cloud,Email,1000,4000
UCM,08-01-2020,87671,August,202008,2020,Marketing Cloud,Email,52286,73643
Recruiting,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,96085,154977
UCM,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,33532,79840
Academic Affairs,10-01-2020,19871,October,202010,2020,Marketing Cloud,Email,1043,4967
Human Resources,12-01-2020,1006194,December,202012,2020,Marketing Cloud,Email,210394,412539
Recruiting,01-01-2021,20217,January,202101,2021,Marketing Cloud,Email,1511,4447
UCM,09-01-2020,125000,September,202009,2020,Marketing Cloud,Email,16862,23750
UCM,12-01-2020,20217,December,202012,2020,Marketing Cloud,Email,2417,4649
IT,09-01-2020,102360,September,202009,2020,Marketing Cloud,Email,2671,89053
UCM,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,75810,133000
Recruiting,11-01-2020,3432,November,202011,2020,Marketing Cloud,Email,2009,3294
Recruiting,12-01-2020,1549831,December,202012,2020,Marketing Cloud,Email,1249783,1487837
Student Affairs,12-01-2020,167464,December,202012,2020,Phone,Phone Call,7184,65310
Human Resources,08-01-2020,74152,August,202008,2020,Marketing Cloud,Email,15519,17054
WKSU,09-01-2020,80283,September,202009,2020,Marketing Cloud,Email,35484,52183
IT,11-01-2020,125000,November,202011,2020,Marketing Cloud,Email,3875,38750
UCM,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,12178,32916
Student Affairs,08-01-2020,80283,August,202008,2020,TargetX Email,Email,15991,19267
IT,09-01-2020,125000,September,202009,2020,Marketing Cloud,Email,58650,63750
Student Affairs,10-01-2020,17131,October,202010,2020,Marketing Cloud,Email,195,6509
Recruiting,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,1575,12121
Recruiting,08-01-2020,92268,August,202008,2020,Marketing Cloud,Email,15943,49824
WKSU,01-01-2021,1006194,January,202101,2021,Marketing Cloud,Email,757965,935760
Human Resources,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
UCM,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,2210,24566
Recruiting,11-01-2020,38603,November,202011,2020,Marketing Cloud,Email,8106,23161
Human Resources,11-01-2020,49861,November,202011,2020,Marketing Cloud,Email,16912,26426
IT,09-01-2020,182327,September,202009,2020,Marketing Cloud,Email,149289,162271
WKSU,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,12810,142344
Recruiting,12-01-2020,36625,December,202012,2020,Marketing Cloud,Email,4688,29300
Human Resources,01-01-2021,1549831,January,202101,2021,Marketing Cloud,Email,220075,309966
Student Affairs,08-01-2020,36157,August,202008,2020,Marketing Cloud,Email,3539,3977
Recruiting,09-01-2020,182327,September,202009,2020,Marketing Cloud,Email,34094,100279
Recruiting,08-01-2020,1549831,August,202008,2020,Marketing Cloud,Email,860155,1146874
WKSU,10-01-2020,38603,October,202010,2020,Marketing Cloud,Email,6300,26250
UCM,09-01-2020,167464,September,202009,2020,Marketing Cloud,Email,6564,46889
IT,12-01-2020,31377,December,202012,2020,Marketing Cloud,Email,6422,27925
Human Resources,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,4764,22688
Recruiting,08-01-2020,19871,August,202008,2020,Marketing Cloud,Email,1790,10531
UCM,09-01-2020,31377,September,202009,2020,Marketing Cloud,Email,18182,19139
WKSU,09-01-2020,141779,September,202009,2020,Marketing Cloud,Email,59334,131854
UCM,11-01-2020,87671,November,202011,2020,Marketing Cloud,Email,19094,19287
Student Affairs,10-01-2020,182327,October,202010,2020,Marketing Cloud,Email,14111,32818
Human Resources,10-01-2020,49861,October,202010,2020,Marketing Cloud,Email,4537,45373
Recruiting,01-01-2021,74152,January,202101,2021,Marketing Cloud,Email,7741,21504
Recruiting,01-01-2021,58502,January,202101,2021,Constant Contact,Email,8921,14625
Academic Affairs,12-01-2020,723568,December,202012,2020,Marketing Cloud,Email,149923,405198
Recruiting,08-01-2020,141779,August,202008,2020,Marketing Cloud,Email,67273,92156
IT,11-01-2020,1379954,November,202011,2020,Marketing Cloud,Email,125851,524382
Student Affairs,01-01-2021,100,January,202101,2021,Marketing Cloud,Email,24,39
Recruiting,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,156443,240683
UCM,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,15941,88565
IT,01-01-2021,1271250,January,202101,2021,Marketing Cloud,Email,28094,165262
WKSU,09-01-2020,246,September,202009,2020,Marketing Cloud,Email,48,167
WKSU,09-01-2020,27782,September,202009,2020,Marketing Cloud,Email,20786,23892
Human Resources,11-01-2020,246,November,202011,2020,Marketing Cloud,Email,20,27
Recruiting,01-01-2021,246,January,202101,2021,Marketing Cloud,Email,68,95
Human Resources,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,76920,142445
Recruiting,09-01-2020,80283,September,202009,2020,Marketing Cloud,Email,4279,32916
Student Affairs,11-01-2020,1379954,November,202011,2020,Marketing Cloud,Email,649129,662377
IT,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,5396,14586
UCM,12-01-2020,0,December,202012,2020,Marketing Cloud,Email,0,0
WKSU,01-01-2021,17131,January,202101,2021,Marketing Cloud,Email,7172,9079
Academic Affairs,11-01-2020,20217,November,202011,2020,Marketing Cloud,Email,2425,16173
UCM,11-01-2020,36625,November,202011,2020,Marketing Cloud,Email,589,2563
IT,10-01-2020,1006194,October,202010,2020,Marketing Cloud,Email,14086,70433
Recruiting,11-01-2020,373,November,202011,2020,Marketing Cloud,Email,17,52
Student Affairs,08-01-2020,17307,August,202008,2020,Marketing Cloud,Email,593,1211
Academic Affairs,12-01-2020,87671,December,202012,2020,Marketing Cloud,Email,71696,82410
Student Affairs,08-01-2020,31377,August,202008,2020,Marketing Cloud,Email,46,313
UCM,08-01-2020,700000,August,202008,2020,Phone,Phone Call,12180,21000
Student Affairs,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
Recruiting,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,39838,46869
Academic Affairs,11-01-2020,47428,November,202011,2020,Marketing Cloud,Email,30353,30353
Recruiting,08-01-2020,100,August,202008,2020,Marketing Cloud,Email,1,9
Academic Affairs,09-01-2020,58502,September,202009,2020,Marketing Cloud,Email,19094,39781
Academic Affairs,08-01-2020,1379954,August,202008,2020,Marketing Cloud,Email,97976,137995
WKSU,01-01-2021,0,January,202101,2021,TargetX Messaging,Text Message,0,0
Recruiting,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,256,596
Recruiting,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,72651,84478
Recruiting,11-01-2020,1006194,November,202011,2020,Marketing Cloud,Email,66408,201238
Academic Affairs,10-01-2020,355184,October,202010,2020,Marketing Cloud,Email,233000,291250
Student Affairs,10-01-2020,125000,October,202010,2020,Marketing Cloud,Email,84925,107500
WKSU,10-01-2020,87671,October,202010,2020,Marketing Cloud,Email,1472,21041
Academic Affairs,12-01-2020,246,December,202012,2020,Marketing Cloud,Email,126,147
WKSU,09-01-2020,27782,September,202009,2020,Marketing Cloud,Email,275,9168
Recruiting,09-01-2020,500000,September,202009,2020,Marketing Cloud,Email,365500,430000
Student Affairs,09-01-2020,34478,September,202009,2020,Marketing Cloud,Email,27616,31030
Academic Affairs,09-01-2020,136255,September,202009,2020,Marketing Cloud,Email,16350,109004
IT,01-01-2021,246,January,202101,2021,Marketing Cloud,Email,57,199
WKSU,12-01-2020,1006194,December,202012,2020,Marketing Cloud,Email,449969,865326
Recruiting,09-01-2020,42015,September,202009,2020,Marketing Cloud,Email,294,840
IT,10-01-2020,125000,October,202010,2020,Marketing Cloud,Email,27675,51250
Recruiting,12-01-2020,136769,December,202012,2020,Marketing Cloud,Email,98322,124459
Human Resources,12-01-2020,106010,December,202012,2020,Marketing Cloud,Email,46273,102829
Recruiting,01-01-2021,87671,January,202101,2021,Marketing Cloud,Email,36295,80657
Recruiting,08-01-2020,47,August,202008,2020,Marketing Cloud,Email,22,40
Academic Affairs,01-01-2021,245595,January,202101,2021,TargetX Messaging,Text Message,98360,218579
WKSU,01-01-2021,100,January,202101,2021,Marketing Cloud,Email,15,27
WKSU,10-01-2020,100,October,202010,2020,Marketing Cloud,Email,45,79
Academic Affairs,11-01-2020,182327,November,202011,2020,Marketing Cloud,Email,4503,34642
Human Resources,08-01-2020,1271250,August,202008,2020,Marketing Cloud,Email,22882,228825
UCM,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,24276,28901
WKSU,01-01-2021,80283,January,202101,2021,Marketing Cloud,Email,21989,66634
Student Affairs,10-01-2020,17307,October,202010,2020,Marketing Cloud,Email,1609,16095
Human Resources,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
Recruiting,08-01-2020,17307,August,202008,2020,Marketing Cloud,Email,11145,15922
UCM,12-01-2020,42015,December,202012,2020,Marketing Cloud,Email,4041,15545
IT,10-01-2020,246,October,202010,2020,Marketing Cloud,Email,135,172
IT,12-01-2020,500000,December,202012,2020,Marketing Cloud,Email,176300,430000
Academic Affairs,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
IT,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,70400,110000
Recruiting,12-01-2020,1029207,December,202012,2020,Marketing Cloud,Email,108684,452851
UCM,11-01-2020,355184,November,202011,2020,Marketing Cloud,Email,33564,95899
Recruiting,11-01-2020,38603,November,202011,2020,Marketing Cloud,Email,6098,7720
IT,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,234279,344528
Academic Affairs,01-01-2021,58502,January,202101,2021,Cognos Report to Email,Email,40289,56746
IT,10-01-2020,27782,October,202010,2020,Marketing Cloud,Email,3333,3333
Human Resources,01-01-2021,723568,January,202101,2021,Marketing Cloud,Email,25324,72356
Student Affairs,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,134750,192500
UCM,01-01-2021,58502,January,202101,2021,Marketing Cloud,Email,6177,18720
IT,10-01-2020,11590,October,202010,2020,Marketing Cloud,Email,336,3361
Human Resources,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,3358,11194
Academic Affairs,08-01-2020,49861,August,202008,2020,Flashline,Portal Alert,4936,32908
Academic Affairs,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,8470,15125
Human Resources,08-01-2020,1006194,August,202008,2020,Marketing Cloud,Email,15998,533282
Recruiting,08-01-2020,80283,August,202008,2020,Marketing Cloud,Email,9151,24084
UCM,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,4503,56298
UCM,10-01-2020,49861,October,202010,2020,Marketing Cloud,Email,19704,25927
UCM,11-01-2020,20217,November,202011,2020,Marketing Cloud,Email,1293,2021
Academic Affairs,10-01-2020,36625,October,202010,2020,Marketing Cloud,Email,14943,29300
Student Affairs,08-01-2020,1006194,August,202008,2020,Marketing Cloud,Email,297833,804955
WKSU,09-01-2020,167464,September,202009,2020,Phone,Phone Call,5358,8373
Human Resources,10-01-2020,17307,October,202010,2020,Marketing Cloud,Email,3471,5884
Recruiting,12-01-2020,136769,December,202012,2020,Marketing Cloud,Email,8725,30089
Human Resources,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,0,5
Academic Affairs,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,39390,66764
WKSU,08-01-2020,74152,August,202008,2020,Marketing Cloud,Email,10061,17054
Human Resources,08-01-2020,100,August,202008,2020,Marketing Cloud,Email,24,64
Student Affairs,01-01-2021,87671,January,202101,2021,Marketing Cloud,Email,10800,12273
IT,08-01-2020,700000,August,202008,2020,Marketing Cloud,Email,60200,70000
Academic Affairs,11-01-2020,136769,November,202011,2020,Marketing Cloud,Email,35942,49236
Academic Affairs,11-01-2020,39863,November,202011,2020,Marketing Cloud,Email,7143,11161
Academic Affairs,01-01-2021,47428,January,202101,2021,Marketing Cloud,Email,22765,45530
Recruiting,12-01-2020,17131,December,202012,2020,Marketing Cloud,Email,137,13704
Student Affairs,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,58861,61314
Academic Affairs,10-01-2020,723568,October,202010,2020,Marketing Cloud,Email,77493,369019
Human Resources,11-01-2020,141779,November,202011,2020,Marketing Cloud,Email,20557,41115
Human Resources,11-01-2020,20217,November,202011,2020,Marketing Cloud,Email,909,5054
Academic Affairs,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,90835,171387
Recruiting,12-01-2020,1271250,December,202012,2020,Marketing Cloud,Email,366882,495787
Academic Affairs,08-01-2020,19871,August,202008,2020,Marketing Cloud,Email,6426,19473
UCM,12-01-2020,3432,December,202012,2020,Marketing Cloud,Email,1130,1853
Student Affairs,01-01-2021,136769,January,202101,2021,Marketing Cloud,Email,28447,109415
Student Affairs,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,64707,140669
IT,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
IT,11-01-2020,40000,November,202011,2020,Cognos Report to Email,Email,17940,26000
Recruiting,01-01-2021,27782,January,202101,2021,Marketing Cloud,Email,1361,27226
WKSU,01-01-2021,87671,January,202101,2021,Marketing Cloud,Email,60598,84164
Recruiting,08-01-2020,38603,August,202008,2020,Marketing Cloud,Email,772,15441
Academic Affairs,12-01-2020,1271250,December,202012,2020,Marketing Cloud,Email,175050,216112
Student Affairs,01-01-2021,1271250,January,202101,2021,Marketing Cloud,Email,9407,940725
Student Affairs,01-01-2021,102360,January,202101,2021,TargetX Messaging,Text Message,2783,4094
Academic Affairs,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,16169,23434
Academic Affairs,12-01-2020,27782,December,202012,2020,Marketing Cloud,Email,15634,18613
WKSU,12-01-2020,31377,December,202012,2020,TargetX Messaging,Text Message,1019,1568
WKSU,11-01-2020,500000,November,202011,2020,Marketing Cloud,Email,112000,140000
Academic Affairs,09-01-2020,74152,September,202009,2020,Marketing Cloud,Email,46641,63029
Student Affairs,09-01-2020,47,September,202009,2020,Marketing Cloud,Email,22,28
WKSU,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,171766,277043
Recruiting,11-01-2020,11590,November,202011,2020,Marketing Cloud,Email,921,1738
WKSU,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,4617,35518
IT,10-01-2020,373,October,202010,2020,Flashline,Portal Alert,7,365
Academic Affairs,01-01-2021,141779,January,202101,2021,Marketing Cloud,Email,71413,103498
Student Affairs,11-01-2020,0,November,202011,2020,Marketing Cloud,Email,0,0
Recruiting,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,907,997
UCM,11-01-2020,11590,November,202011,2020,Marketing Cloud,Email,454,3245
Recruiting,01-01-2021,0,January,202101,2021,Marketing Cloud,Email,0,0
Human Resources,01-01-2021,167464,January,202101,2021,Marketing Cloud,Email,1758,8373
IT,11-01-2020,141779,November,202011,2020,Marketing Cloud,Email,33842,109169
Recruiting,01-01-2021,39863,January,202101,2021,Marketing Cloud,Email,2483,35478
Human Resources,01-01-2021,38603,January,202101,2021,Cognos Report to Email,Email,30804,32426
Student Affairs,10-01-2020,245595,October,202010,2020,Marketing Cloud,Email,158997,203843
Recruiting,12-01-2020,246,December,202012,2020,Marketing Cloud,Email,105,130
Human Resources,10-01-2020,182327,October,202010,2020,Flashline,Portal Alert,110270,153154
Human Resources,11-01-2020,102360,November,202011,2020,Marketing Cloud,Email,18097,53227
UCM,08-01-2020,1006194,August,202008,2020,Marketing Cloud,Email,165015,412539
Academic Affairs,11-01-2020,17131,November,202011,2020,Marketing Cloud,Email,4669,16103
Recruiting,10-01-2020,125000,October,202010,2020,TargetX Messaging,Text Message,7562,13750
Recruiting,09-01-2020,182327,September,202009,2020,Marketing Cloud,Email,820,16409
IT,10-01-2020,1006194,October,202010,2020,Marketing Cloud,Email,104040,472911
Human Resources,08-01-2020,136255,August,202008,2020,Marketing Cloud,Email,10464,16350
Human Resources,12-01-2020,136255,December,202012,2020,Marketing Cloud,Email,11445,95378
Recruiting,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,3846,9864
WKSU,09-01-2020,259644,September,202009,2020,Marketing Cloud,Email,4984,5192
WKSU,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,10064,125805
UCM,10-01-2020,34478,October,202010,2020,Marketing Cloud,Email,689,34478
Academic Affairs,11-01-2020,723568,November,202011,2020,Marketing Cloud,Email,445428,586090
Recruiting,08-01-2020,74152,August,202008,2020,Marketing Cloud,Email,18930,27436
IT,09-01-2020,74152,September,202009,2020,Marketing Cloud,Email,45603,55614
UCM,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,309,313
Recruiting,11-01-2020,246,November,202011,2020,Marketing Cloud,Email,69,145
Student Affairs,11-01-2020,36625,November,202011,2020,Marketing Cloud,Email,14064,21975
Recruiting,09-01-2020,182327,September,202009,2020,Marketing Cloud,Email,2516,41935
IT,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,22130,96218
UCM,01-01-2021,47428,January,202101,2021,Marketing Cloud,Email,6416,19445
Student Affairs,11-01-2020,167464,November,202011,2020,Marketing Cloud,Email,4822,10047
Recruiting,10-01-2020,40000,October,202010,2020,Marketing Cloud,Email,1584,2400
UCM,08-01-2020,17307,August,202008,2020,Marketing Cloud,Email,4656,6749
Academic Affairs,08-01-2020,1029207,August,202008,2020,Marketing Cloud,Email,584177,679276
IT,10-01-2020,92268,October,202010,2020,Marketing Cloud,Email,42064,43365
Academic Affairs,09-01-2020,38603,September,202009,2020,Marketing Cloud,Email,22887,29724
WKSU,10-01-2020,246,October,202010,2020,Marketing Cloud,Email,171,182
Student Affairs,01-01-2021,31377,January,202101,2021,Marketing Cloud,Email,3332,18512
Student Affairs,09-01-2020,0,September,202009,2020,Marketing Cloud,Email,0,0
Academic Affairs,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,1495,24930
Academic Affairs,10-01-2020,500000,October,202010,2020,Phone,Phone Call,283800,330000
UCM,10-01-2020,1271250,October,202010,2020,Marketing Cloud,Email,185856,216112
Human Resources,10-01-2020,47,October,202010,2020,Marketing Cloud,Email,0,6
