Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
IT,1/1/21,246,January,202101,2021,Flashline,Portal Alert,2,35
WKSU,11/1/20,19871,November,202011,2020,Marketing Cloud,Email,82,92
Academic Affairs,10/1/20,34478,October,202010,2020,Marketing Cloud,Email,43,64
Human Resources,12/1/20,245595,December,202012,2020,Marketing Cloud,Email,29,29
UCM,10/1/20,1549831,October,202010,2020,Marketing Cloud,Email,35,43
IT,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,45,74
UCM,10/1/20,246,October,202010,2020,Marketing Cloud,Email,26,79
Student Affairs,10/1/20,19871,October,202010,2020,Constant Contact,Email,35,41
Human Resources,9/1/20,27782,September,202009,2020,Marketing Cloud,Email,66,74
Academic Affairs,10/1/20,31377,October,202010,2020,Marketing Cloud,Email,46,64
Human Resources,11/1/20,1379954,November,202011,2020,Marketing Cloud,Email,5,49
WKSU,11/1/20,700000,November,202011,2020,Marketing Cloud,Email,1,53
IT,10/1/20,74152,October,202010,2020,Marketing Cloud,Email,7,93
WKSU,9/1/20,74152,September,202009,2020,Marketing Cloud,Email,16,31
UCM,12/1/20,58502,December,202012,2020,Marketing Cloud,Email,23,62
Human Resources,1/1/21,47428,January,202101,2021,Flashline,Portal Alert,1,15
IT,1/1/21,17131,January,202101,2021,Marketing Cloud,Email,5,50
WKSU,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,15,26
Recruiting,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,11,26
Human Resources,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,27,94
UCM,9/1/20,58502,September,202009,2020,Marketing Cloud,Email,22,31
Recruiting,8/1/20,38603,August,202008,2020,Flashline,Portal Alert,72,75
Student Affairs,9/1/20,11590,September,202009,2020,TargetX Messaging,Text Message,2,12
Recruiting,9/1/20,0,September,202009,2020,Marketing Cloud,Email,10,55
Human Resources,1/1/21,47,January,202101,2021,Cognos Report to Email,Email,28,95
Academic Affairs,8/1/20,0,August,202008,2020,Marketing Cloud,Email,37,63
Recruiting,1/1/21,245595,January,202101,2021,Marketing Cloud,Email,19,80
Recruiting,8/1/20,49861,August,202008,2020,Marketing Cloud,Email,16,80
Student Affairs,12/1/20,19871,December,202012,2020,Phone,Phone Call,37,43
Recruiting,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,23,44
UCM,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,41,100
UCM,10/1/20,19871,October,202010,2020,Marketing Cloud,Email,10,48
Human Resources,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,22,23
WKSU,10/1/20,1271250,October,202010,2020,Marketing Cloud,Email,0,26
UCM,10/1/20,40000,October,202010,2020,Marketing Cloud,Email,3,13
Recruiting,10/1/20,167464,October,202010,2020,Flashline,Portal Alert,4,8
Academic Affairs,8/1/20,100,August,202008,2020,Marketing Cloud,Email,15,42
Recruiting,1/1/21,0,January,202101,2021,Marketing Cloud,Email,46,70
Academic Affairs,10/1/20,723568,October,202010,2020,Marketing Cloud,Email,18,27
Student Affairs,10/1/20,87671,October,202010,2020,Marketing Cloud,Email,50,59
UCM,10/1/20,355184,October,202010,2020,Marketing Cloud,Email,1,35
Recruiting,9/1/20,0,September,202009,2020,Cognos Report to Email,Email,13,42
Academic Affairs,11/1/20,102360,November,202011,2020,Marketing Cloud,Email,3,82
Recruiting,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,0,1
Recruiting,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,2,18
UCM,1/1/21,723568,January,202101,2021,Marketing Cloud,Email,12,20
Human Resources,10/1/20,3432,October,202010,2020,Marketing Cloud,Email,6,18
IT,8/1/20,100,August,202008,2020,Marketing Cloud,Email,7,11
IT,11/1/20,17131,November,202011,2020,Marketing Cloud,Email,37,77
Human Resources,11/1/20,246,November,202011,2020,Marketing Cloud,Email,42,52
WKSU,11/1/20,11590,November,202011,2020,Phone,Phone Call,48,60
Human Resources,9/1/20,92268,September,202009,2020,Marketing Cloud,Email,11,34
Recruiting,12/1/20,350000,December,202012,2020,Marketing Cloud,Email,33,64
Recruiting,10/1/20,11590,October,202010,2020,Marketing Cloud,Email,79,93
UCM,10/1/20,17131,October,202010,2020,Marketing Cloud,Email,25,50
Human Resources,8/1/20,1029207,August,202008,2020,Marketing Cloud,Email,17,84
Student Affairs,8/1/20,125000,August,202008,2020,Marketing Cloud,Email,27,39
Recruiting,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,5,7
Academic Affairs,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,13,52
Recruiting,9/1/20,259644,September,202009,2020,Phone,Phone Call,63,87
WKSU,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,16,82
IT,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,8,10
Academic Affairs,1/1/21,42015,January,202101,2021,Marketing Cloud,Email,0,56
Human Resources,12/1/20,0,December,202012,2020,Marketing Cloud,Email,74,85
Recruiting,8/1/20,245595,August,202008,2020,Marketing Cloud,Email,2,29
Student Affairs,9/1/20,80283,September,202009,2020,Marketing Cloud,Email,73,75
Recruiting,9/1/20,245595,September,202009,2020,Marketing Cloud,Email,47,73
Academic Affairs,1/1/21,136255,January,202101,2021,Flashline,Portal Alert,24,24
Student Affairs,12/1/20,500000,December,202012,2020,Marketing Cloud,Email,56,60
IT,11/1/20,723568,November,202011,2020,Marketing Cloud,Email,68,94
UCM,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,8,22
Human Resources,12/1/20,1006194,December,202012,2020,Marketing Cloud,Email,58,60
IT,10/1/20,355184,October,202010,2020,Marketing Cloud,Email,7,34
Student Affairs,9/1/20,27782,September,202009,2020,Marketing Cloud,Email,46,78
Academic Affairs,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,74,97
Academic Affairs,12/1/20,182327,December,202012,2020,Marketing Cloud,Email,88,89
UCM,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,93,98
Recruiting,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,30,57
WKSU,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,11,26
WKSU,8/1/20,182327,August,202008,2020,Marketing Cloud,Email,5,8
Student Affairs,9/1/20,11590,September,202009,2020,Marketing Cloud,Email,47,74
Recruiting,1/1/21,500000,January,202101,2021,Marketing Cloud,Email,1,4
Recruiting,1/1/21,723568,January,202101,2021,Marketing Cloud,Email,65,83
Recruiting,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,18,36
Academic Affairs,8/1/20,1379954,August,202008,2020,Marketing Cloud,Email,71,77
IT,8/1/20,259644,August,202008,2020,Marketing Cloud,Email,43,66
WKSU,8/1/20,350000,August,202008,2020,Constant Contact,Email,20,68
Academic Affairs,12/1/20,246,December,202012,2020,Flashline,Portal Alert,16,17
UCM,10/1/20,34478,October,202010,2020,Marketing Cloud,Email,3,17
Recruiting,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,33,43
WKSU,9/1/20,350000,September,202009,2020,Marketing Cloud,Email,38,86
Student Affairs,10/1/20,11590,October,202010,2020,Marketing Cloud,Email,44,59
UCM,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,47,88
Academic Affairs,1/1/21,350000,January,202101,2021,Flashline,Portal Alert,77,89
WKSU,1/1/21,36625,January,202101,2021,Marketing Cloud,Email,29,83
Recruiting,9/1/20,106010,September,202009,2020,Marketing Cloud,Email,4,24
Human Resources,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,11,17
UCM,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,29,91
UCM,10/1/20,167464,October,202010,2020,Marketing Cloud,Email,7,34
Recruiting,9/1/20,80283,September,202009,2020,Cognos Report to Email,Email,42,48
Student Affairs,1/1/21,136769,January,202101,2021,Cognos Report to Email,Email,10,17
Student Affairs,12/1/20,259644,December,202012,2020,Marketing Cloud,Email,37,39
Recruiting,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,5,38
Human Resources,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,18,54
WKSU,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,2,15
IT,8/1/20,1271250,August,202008,2020,Marketing Cloud,Email,89,90
Recruiting,9/1/20,182327,September,202009,2020,Marketing Cloud,Email,61,80
Academic Affairs,8/1/20,182327,August,202008,2020,Marketing Cloud,Email,23,49
UCM,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,12,38
Human Resources,9/1/20,87671,September,202009,2020,TargetX Email,Email,71,72
Recruiting,9/1/20,141779,September,202009,2020,Cognos Report to Email,Email,19,55
Recruiting,1/1/21,259644,January,202101,2021,Marketing Cloud,Email,56,82
IT,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,23,79
IT,12/1/20,0,December,202012,2020,Marketing Cloud,Email,13,39
UCM,8/1/20,36157,August,202008,2020,TargetX Messaging,Text Message,80,100
Recruiting,9/1/20,17307,September,202009,2020,Marketing Cloud,Email,3,25
IT,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,25,68
IT,1/1/21,259644,January,202101,2021,TargetX Email,Email,8,16
Academic Affairs,9/1/20,0,September,202009,2020,Marketing Cloud,Email,57,94
Human Resources,11/1/20,27782,November,202011,2020,Marketing Cloud,Email,27,65
Academic Affairs,11/1/20,500000,November,202011,2020,Marketing Cloud,Email,24,34
Human Resources,11/1/20,36157,November,202011,2020,Marketing Cloud,Email,26,45
WKSU,12/1/20,0,December,202012,2020,Marketing Cloud,Email,4,4
Student Affairs,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,22,62
Recruiting,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,1,3
Human Resources,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,21,61
WKSU,8/1/20,36625,August,202008,2020,Marketing Cloud,Email,3,89
IT,9/1/20,42015,September,202009,2020,Marketing Cloud,Email,2,77
Recruiting,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,21,32
Student Affairs,1/1/21,47428,January,202101,2021,Marketing Cloud,Email,5,6
Human Resources,10/1/20,17131,October,202010,2020,Marketing Cloud,Email,2,51
IT,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,10,74
Student Affairs,11/1/20,31377,November,202011,2020,Marketing Cloud,Email,27,50
Human Resources,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,0,6
WKSU,9/1/20,136255,September,202009,2020,Flashline,Portal Alert,17,39
Academic Affairs,12/1/20,19871,December,202012,2020,Marketing Cloud,Email,12,38
Human Resources,10/1/20,1029207,October,202010,2020,Marketing Cloud,Email,9,15
IT,10/1/20,36157,October,202010,2020,Marketing Cloud,Email,3,23
IT,8/1/20,42015,August,202008,2020,Marketing Cloud,Email,37,83
UCM,10/1/20,40000,October,202010,2020,Marketing Cloud,Email,77,83
Human Resources,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,40,77
Recruiting,11/1/20,0,November,202011,2020,Marketing Cloud,Email,79,80
IT,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,72,79
Recruiting,1/1/21,100,January,202101,2021,Marketing Cloud,Email,17,58
Recruiting,12/1/20,100,December,202012,2020,Marketing Cloud,Email,2,26
Recruiting,10/1/20,58502,October,202010,2020,Marketing Cloud,Email,62,94
Academic Affairs,9/1/20,1271250,September,202009,2020,Marketing Cloud,Email,74,79
Human Resources,1/1/21,100,January,202101,2021,Marketing Cloud,Email,9,82
Student Affairs,10/1/20,31377,October,202010,2020,Marketing Cloud,Email,21,21
Student Affairs,8/1/20,141779,August,202008,2020,Marketing Cloud,Email,49,54
Human Resources,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,5,9
Recruiting,8/1/20,17307,August,202008,2020,Marketing Cloud,Email,13,16
Recruiting,11/1/20,259644,November,202011,2020,Marketing Cloud,Email,21,55
Recruiting,11/1/20,141779,November,202011,2020,Marketing Cloud,Email,87,95
Academic Affairs,10/1/20,42015,October,202010,2020,Marketing Cloud,Email,91,99
Recruiting,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,48,63
Recruiting,1/1/21,19871,January,202101,2021,Marketing Cloud,Email,47,59
WKSU,1/1/21,11590,January,202101,2021,Marketing Cloud,Email,21,69
Academic Affairs,11/1/20,20217,November,202011,2020,Marketing Cloud,Email,17,43
Human Resources,10/1/20,39863,October,202010,2020,Marketing Cloud,Email,0,4
Academic Affairs,11/1/20,40000,November,202011,2020,Marketing Cloud,Email,39,75
IT,12/1/20,17131,December,202012,2020,Marketing Cloud,Email,24,89
Academic Affairs,8/1/20,17307,August,202008,2020,Marketing Cloud,Email,2,33
Student Affairs,11/1/20,723568,November,202011,2020,Marketing Cloud,Email,39,52
IT,11/1/20,125000,November,202011,2020,TargetX Messaging,Text Message,32,40
IT,9/1/20,34478,September,202009,2020,Marketing Cloud,Email,15,19
Recruiting,12/1/20,80283,December,202012,2020,Marketing Cloud,Email,45,100
IT,11/1/20,19871,November,202011,2020,Marketing Cloud,Email,1,4
Recruiting,10/1/20,17131,October,202010,2020,Flashline,Portal Alert,20,20
Human Resources,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,16,30
Recruiting,8/1/20,106010,August,202008,2020,Marketing Cloud,Email,5,16
Human Resources,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,56,84
Recruiting,10/1/20,31377,October,202010,2020,Marketing Cloud,Email,28,95
Recruiting,1/1/21,11590,January,202101,2021,Marketing Cloud,Email,30,54
Recruiting,11/1/20,47,November,202011,2020,Marketing Cloud,Email,10,12
Recruiting,8/1/20,373,August,202008,2020,Marketing Cloud,Email,0,7
WKSU,12/1/20,0,December,202012,2020,Marketing Cloud,Email,22,73
WKSU,8/1/20,125000,August,202008,2020,Marketing Cloud,Email,15,60
Academic Affairs,1/1/21,0,January,202101,2021,Marketing Cloud,Email,7,94
Human Resources,9/1/20,723568,September,202009,2020,Phone,Phone Call,37,41
WKSU,12/1/20,141779,December,202012,2020,Phone,Phone Call,41,80
Student Affairs,9/1/20,40000,September,202009,2020,Marketing Cloud,Email,94,99
Human Resources,9/1/20,36625,September,202009,2020,Marketing Cloud,Email,8,23
Academic Affairs,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,20,64
WKSU,1/1/21,373,January,202101,2021,Marketing Cloud,Email,9,30
Recruiting,8/1/20,36625,August,202008,2020,Marketing Cloud,Email,4,88
WKSU,9/1/20,42015,September,202009,2020,Marketing Cloud,Email,31,61
Recruiting,11/1/20,49861,November,202011,2020,Marketing Cloud,Email,0,49
Student Affairs,10/1/20,246,October,202010,2020,TargetX Messaging,Text Message,37,77
Academic Affairs,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,62,81
Recruiting,11/1/20,40000,November,202011,2020,Marketing Cloud,Email,5,25
Student Affairs,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,55,70
Recruiting,10/1/20,373,October,202010,2020,Marketing Cloud,Email,28,73
WKSU,1/1/21,47,January,202101,2021,Marketing Cloud,Email,13,34
Recruiting,10/1/20,17307,October,202010,2020,TargetX Email,Email,6,6
Recruiting,11/1/20,40000,November,202011,2020,Marketing Cloud,Email,59,98
UCM,9/1/20,80283,September,202009,2020,Marketing Cloud,Email,10,78
Student Affairs,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,20,21
Academic Affairs,11/1/20,259644,November,202011,2020,Cognos Report to Email,Email,15,23
IT,1/1/21,34478,January,202101,2021,Marketing Cloud,Email,9,35
Human Resources,8/1/20,19871,August,202008,2020,Marketing Cloud,Email,26,75
Recruiting,11/1/20,3432,November,202011,2020,Marketing Cloud,Email,36,43
WKSU,12/1/20,355184,December,202012,2020,Marketing Cloud,Email,10,86
UCM,12/1/20,40000,December,202012,2020,Marketing Cloud,Email,59,60
Recruiting,10/1/20,1006194,October,202010,2020,Marketing Cloud,Email,0,17
IT,12/1/20,136255,December,202012,2020,Constant Contact,Email,49,72
Academic Affairs,8/1/20,1271250,August,202008,2020,Marketing Cloud,Email,13,55
IT,1/1/21,0,January,202101,2021,Marketing Cloud,Email,20,50
IT,8/1/20,49861,August,202008,2020,Marketing Cloud,Email,19,45
IT,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,11,82
Recruiting,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,13,43
Student Affairs,10/1/20,19871,October,202010,2020,Marketing Cloud,Email,25,98
Human Resources,12/1/20,19871,December,202012,2020,Marketing Cloud,Email,7,23
UCM,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,0,2
WKSU,12/1/20,49861,December,202012,2020,Constant Contact,Email,5,74
Academic Affairs,11/1/20,246,November,202011,2020,Marketing Cloud,Email,5,21
Human Resources,11/1/20,136769,November,202011,2020,Marketing Cloud,Email,18,34
WKSU,1/1/21,141779,January,202101,2021,Constant Contact,Email,27,31
Recruiting,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,62,94
UCM,1/1/21,246,January,202101,2021,TargetX Messaging,Text Message,17,32
Human Resources,12/1/20,17307,December,202012,2020,Constant Contact,Email,6,6
Academic Affairs,12/1/20,11590,December,202012,2020,Marketing Cloud,Email,55,57
Recruiting,9/1/20,350000,September,202009,2020,Marketing Cloud,Email,53,58
Recruiting,10/1/20,373,October,202010,2020,Marketing Cloud,Email,16,25
Human Resources,10/1/20,125000,October,202010,2020,Marketing Cloud,Email,5,15
IT,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,46,47
UCM,12/1/20,0,December,202012,2020,Marketing Cloud,Email,2,9
Student Affairs,1/1/21,246,January,202101,2021,Constant Contact,Email,2,51
IT,12/1/20,49861,December,202012,2020,Marketing Cloud,Email,20,33
Recruiting,11/1/20,355184,November,202011,2020,Cognos Report to Email,Email,16,84
Academic Affairs,9/1/20,0,September,202009,2020,Marketing Cloud,Email,64,81
Recruiting,1/1/21,102360,January,202101,2021,Marketing Cloud,Email,24,72
Human Resources,12/1/20,246,December,202012,2020,Cognos Report to Email,Email,18,18
Student Affairs,1/1/21,17131,January,202101,2021,Marketing Cloud,Email,1,93
WKSU,11/1/20,80283,November,202011,2020,Marketing Cloud,Email,8,14
IT,9/1/20,100,September,202009,2020,Cognos Report to Email,Email,28,84
Recruiting,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,23,86
Recruiting,9/1/20,102360,September,202009,2020,Marketing Cloud,Email,44,50
WKSU,10/1/20,373,October,202010,2020,Flashline,Portal Alert,3,65
IT,1/1/21,0,January,202101,2021,Marketing Cloud,Email,26,92
Academic Affairs,9/1/20,19871,September,202009,2020,Marketing Cloud,Email,14,64
Recruiting,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,37,74
Academic Affairs,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,1,53
Academic Affairs,1/1/21,39863,January,202101,2021,Marketing Cloud,Email,32,43
IT,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,8,13
IT,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,52,80
WKSU,9/1/20,167464,September,202009,2020,Marketing Cloud,Email,26,40
IT,10/1/20,58502,October,202010,2020,Marketing Cloud,Email,3,7
Recruiting,10/1/20,1006194,October,202010,2020,Marketing Cloud,Email,24,31
UCM,10/1/20,0,October,202010,2020,Marketing Cloud,Email,4,5
Student Affairs,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,50,87
UCM,1/1/21,723568,January,202101,2021,Marketing Cloud,Email,15,49
WKSU,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,1,2
WKSU,8/1/20,500000,August,202008,2020,Marketing Cloud,Email,8,33
Recruiting,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,17,34
UCM,9/1/20,245595,September,202009,2020,TargetX Messaging,Text Message,55,77
Recruiting,11/1/20,106010,November,202011,2020,Constant Contact,Email,86,92
Recruiting,11/1/20,1271250,November,202011,2020,Marketing Cloud,Email,7,45
IT,12/1/20,92268,December,202012,2020,Marketing Cloud,Email,32,86
UCM,12/1/20,38603,December,202012,2020,Marketing Cloud,Email,20,22
IT,12/1/20,500000,December,202012,2020,Marketing Cloud,Email,0,2
Academic Affairs,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,42,58
Student Affairs,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,17,27
Student Affairs,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,51,89
WKSU,8/1/20,39863,August,202008,2020,Marketing Cloud,Email,43,94
Recruiting,10/1/20,3432,October,202010,2020,Marketing Cloud,Email,73,77
WKSU,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,43,61
UCM,12/1/20,1549831,December,202012,2020,TargetX Email,Email,64,88
Academic Affairs,10/1/20,182327,October,202010,2020,Marketing Cloud,Email,67,67
Recruiting,8/1/20,92268,August,202008,2020,Marketing Cloud,Email,6,13
UCM,10/1/20,106010,October,202010,2020,Marketing Cloud,Email,53,73
Student Affairs,12/1/20,20217,December,202012,2020,Marketing Cloud,Email,28,65
IT,10/1/20,141779,October,202010,2020,Marketing Cloud,Email,3,70
Academic Affairs,1/1/21,0,January,202101,2021,Marketing Cloud,Email,35,53
Student Affairs,10/1/20,0,October,202010,2020,Marketing Cloud,Email,12,59
Recruiting,1/1/21,47428,January,202101,2021,Marketing Cloud,Email,32,44
UCM,11/1/20,1029207,November,202011,2020,Marketing Cloud,Email,3,33
Human Resources,10/1/20,1271250,October,202010,2020,Marketing Cloud,Email,13,21
IT,8/1/20,38603,August,202008,2020,Marketing Cloud,Email,3,15
WKSU,1/1/21,0,January,202101,2021,Marketing Cloud,Email,57,77
Recruiting,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,67,72
WKSU,8/1/20,87671,August,202008,2020,Marketing Cloud,Email,52,99
IT,1/1/21,3432,January,202101,2021,Marketing Cloud,Email,34,57
IT,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,41,60
Academic Affairs,11/1/20,80283,November,202011,2020,Marketing Cloud,Email,68,93
Student Affairs,11/1/20,17131,November,202011,2020,TargetX Messaging,Text Message,0,2
Academic Affairs,12/1/20,182327,December,202012,2020,Marketing Cloud,Email,27,85
Human Resources,9/1/20,74152,September,202009,2020,Marketing Cloud,Email,20,37
Student Affairs,10/1/20,38603,October,202010,2020,Marketing Cloud,Email,15,37
Academic Affairs,8/1/20,106010,August,202008,2020,Marketing Cloud,Email,7,57
WKSU,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,52,65
Recruiting,8/1/20,92268,August,202008,2020,Constant Contact,Email,0,6
Recruiting,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,27,33
Recruiting,9/1/20,87671,September,202009,2020,Phone,Phone Call,34,79
Academic Affairs,10/1/20,58502,October,202010,2020,Marketing Cloud,Email,27,28
Student Affairs,9/1/20,500000,September,202009,2020,Cognos Report to Email,Email,24,35
IT,8/1/20,1271250,August,202008,2020,Marketing Cloud,Email,6,59
WKSU,10/1/20,1006194,October,202010,2020,Marketing Cloud,Email,1,14
IT,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,0,24
Academic Affairs,12/1/20,36625,December,202012,2020,Marketing Cloud,Email,7,44
IT,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,21,31
IT,9/1/20,100,September,202009,2020,Marketing Cloud,Email,30,47
IT,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,27,38
Recruiting,11/1/20,182327,November,202011,2020,Marketing Cloud,Email,28,32
IT,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,76,87
WKSU,8/1/20,42015,August,202008,2020,Marketing Cloud,Email,41,62
Student Affairs,9/1/20,19871,September,202009,2020,Marketing Cloud,Email,20,71
Human Resources,1/1/21,246,January,202101,2021,Marketing Cloud,Email,70,72
UCM,12/1/20,1271250,December,202012,2020,Constant Contact,Email,0,4
Recruiting,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,28,77
Human Resources,10/1/20,136255,October,202010,2020,Marketing Cloud,Email,17,99
Student Affairs,9/1/20,141779,September,202009,2020,Marketing Cloud,Email,62,98
UCM,12/1/20,141779,December,202012,2020,TargetX Messaging,Text Message,64,71
Student Affairs,10/1/20,47428,October,202010,2020,Marketing Cloud,Email,8,14
Academic Affairs,12/1/20,0,December,202012,2020,Marketing Cloud,Email,30,38
WKSU,12/1/20,500000,December,202012,2020,Marketing Cloud,Email,9,12
UCM,12/1/20,102360,December,202012,2020,Marketing Cloud,Email,79,82
UCM,10/1/20,1549831,October,202010,2020,Marketing Cloud,Email,21,21
WKSU,9/1/20,100,September,202009,2020,Marketing Cloud,Email,24,64
IT,11/1/20,141779,November,202011,2020,Marketing Cloud,Email,4,16
UCM,1/1/21,19871,January,202101,2021,Phone,Phone Call,34,88
Academic Affairs,9/1/20,700000,September,202009,2020,Marketing Cloud,Email,13,42
Human Resources,9/1/20,0,September,202009,2020,Marketing Cloud,Email,0,4
UCM,8/1/20,19871,August,202008,2020,Marketing Cloud,Email,22,43
Student Affairs,8/1/20,74152,August,202008,2020,Marketing Cloud,Email,0,83
Recruiting,1/1/21,80283,January,202101,2021,Marketing Cloud,Email,12,69
Student Affairs,8/1/20,0,August,202008,2020,TargetX Email,Email,81,85
WKSU,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,21,38
Student Affairs,11/1/20,0,November,202011,2020,Marketing Cloud,Email,6,6
Recruiting,11/1/20,1006194,November,202011,2020,Cognos Report to Email,Email,37,60
Academic Affairs,11/1/20,49861,November,202011,2020,Marketing Cloud,Email,46,80
UCM,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,35,74
Recruiting,10/1/20,58502,October,202010,2020,Marketing Cloud,Email,14,27
Human Resources,11/1/20,3432,November,202011,2020,Phone,Phone Call,83,95
Recruiting,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,38,66
WKSU,1/1/21,259644,January,202101,2021,Marketing Cloud,Email,1,2
IT,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,28,31
Academic Affairs,1/1/21,47428,January,202101,2021,Marketing Cloud,Email,50,75
Human Resources,11/1/20,102360,November,202011,2020,Marketing Cloud,Email,6,7
Academic Affairs,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,58,85
IT,9/1/20,58502,September,202009,2020,Cognos Report to Email,Email,63,87
Recruiting,11/1/20,20217,November,202011,2020,Marketing Cloud,Email,42,57
Human Resources,1/1/21,1379954,January,202101,2021,Marketing Cloud,Email,72,92
Recruiting,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,1,1
IT,1/1/21,31377,January,202101,2021,Marketing Cloud,Email,41,80
Academic Affairs,1/1/21,11590,January,202101,2021,Marketing Cloud,Email,37,75
WKSU,12/1/20,92268,December,202012,2020,Marketing Cloud,Email,36,90
Human Resources,1/1/21,36625,January,202101,2021,Marketing Cloud,Email,44,70
Student Affairs,12/1/20,31377,December,202012,2020,Marketing Cloud,Email,6,45
Human Resources,1/1/21,1006194,January,202101,2021,TargetX Email,Email,44,95
UCM,12/1/20,0,December,202012,2020,Marketing Cloud,Email,37,76
Recruiting,8/1/20,1006194,August,202008,2020,Marketing Cloud,Email,2,31
Human Resources,8/1/20,27782,August,202008,2020,Marketing Cloud,Email,48,49
Recruiting,10/1/20,36157,October,202010,2020,Marketing Cloud,Email,16,24
Student Affairs,12/1/20,19871,December,202012,2020,Marketing Cloud,Email,3,17
Recruiting,10/1/20,11590,October,202010,2020,Marketing Cloud,Email,2,6
Recruiting,1/1/21,106010,January,202101,2021,Marketing Cloud,Email,41,97
Student Affairs,10/1/20,17131,October,202010,2020,Marketing Cloud,Email,80,99
Recruiting,1/1/21,36625,January,202101,2021,Marketing Cloud,Email,18,65
Human Resources,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,10,99
Recruiting,1/1/21,350000,January,202101,2021,Marketing Cloud,Email,5,56
Recruiting,1/1/21,0,January,202101,2021,Marketing Cloud,Email,5,39
